,subject,predicate,object,from,until,object_has_years,subject_has_years,not_imputable_until
15895,Irvin Rybicki,created,Pontiac Bonneville,1983,1983,False,False,False
15896,Polly Draper,created,The Tic Code,1998,1998,False,False,False
15897,Terrence C. Carson,created,Kratos (God of War),2005,2013,False,False,False
15898,John Paxton,created,On the Beach (2000 film),1959,1959,True,False,False
15899,Janet Fielding,created,Tegan Jovanka,1981,1984,False,False,False
15900,Shashi Prabhu,created,Wankhede Stadium,1974,2010,False,False,False
15901,Raymond F. Almirall,created,Central Library (Brooklyn Public Library),1911,1935,False,False,False
15902,Albert B. Groves,created,Brown Shoe Company's Homes-Take Factory,1995,1995,False,False,False
15903,Terrence Malick,created,Bear's Kiss,2013,2013,False,False,False
15904,Ellen Wood (author),created,East Lynne,1861,1861,False,False,False
15905,Eve Brent,created,Fade to Black (1980 film),1980,1980,True,False,False
15906,Edward Gordon Craig,created,Moscow Art Theatre production of Hamlet,1911,1912,False,False,False
15907,Micah Nathan,created,Gods of Aberdeen,2005,2011,False,False,False
15908,Capcom,created,Lost Planet,2006,2012,False,False,False
15909,Spark Unlimited,created,Lost Planet,2013,2013,False,False,False
15910,Megan Terry,created,Viet Rock,1966,1966,False,False,False
15911,Coreplay,created,Jagged Alliance (series),2012,2012,False,False,False
15912,Judy Dearing,created,A Soldier's Play,1981,1976,False,False,False
15913,Elie Wiesel,created,Night (book),1960,1960,False,False,False
15914,Ann M. Martin,created,The Baby-Sitters Club,1986,2000,False,False,False
15915,Friedrich Bürklein,created,Augsburg Hauptbahnhof,1869,1869,False,False,False
15916,Antonio Caballero y Góngora,created,"San Mateo, Boyacá",1773,1773,False,False,False
15917,Stephen Elliott (author),created,Happy Baby,2004,2009,False,False,False
15918,Michael Arndt,created,Rey (Star Wars),2015,2015,False,False,False
15919,Avalanche Software,created,Typhoon (simulator),2005,2016,False,False,False
15920,Dave Amels,created,Diversi,2014,2014,False,False,False
15921,Marc Birkigt,created,Hispano-Suiza J12,1990,642,False,False,False
15922,John N. Maclean,created,Fire on the Mountain (book),1999,1999,False,False,False
15923,Andrew Jenks,created,World of Jenks,335,335,False,False,False
15924,Bo Derek,created,10 (film),1979,1981,False,False,False
15925,Tigervision,created,River Patrol (video game),2600,2600,False,False,False
15926,Paul Waldron Reilly,created,"St. Frances of Rome's Church (Bronx, New York)",393,393,False,False,False
15927,Meja Mwangi,created,Kill Me Quick,1973,1976,False,False,False
15928,Lisa Genova,created,Still Alice (novel),2007,2007,False,False,False
15929,Susan Einzig,created,Tom's Midnight Garden,1958,1958,False,False,False
15930,Walt Disney Imagineering,created,Mickey's Fun Wheel,2014,2014,False,False,False
15931,Johnny Miller,created,"Silverado Resort, California",2011,2011,False,False,False
15932,Robert Trent Jones Jr.,created,"Silverado Resort, California",1966,1966,False,False,False
15933,John Elder Robison,created,Look Me in the Eye,2007,2011,False,False,False
15934,Scott Schreer,created,Fox Major League Baseball,2010,2010,False,False,False
15935,N. Scott Momaday,created,House Made of Dawn,1969,1969,False,False,False
15936,William Gibson,created,Neuromancer,1984,1984,False,False,False
15937,Paul Danquah,created,A Taste of Honey (film),1961,1961,False,False,False
15938,Jean-Baptiste Delaveyne,created,Sisters of Charity of Nevers,1680,1680,False,False,False
15939,Lewis A. McArthur,created,Oregon Geographic Names,1928,1928,False,False,False
15940,Craig Serling,created,Jam (film),2006,2006,False,False,False
15941,Ignasi de Solà-Morales,created,Liceu,1847,1862,False,False,False
15942,Herbert H. Franklin,created,H. H. Franklin Manufacturing Company,1866,1956,False,False,False
15943,Ada Calhoun,created,St. Marks Is Dead,2015,2017,False,False,False
15944,Susan Backlinie,created,Peter Benchley,1975,1975,False,False,False
15945,T. Colin Campbell,created,The China Study,2005,2005,False,False,False
15946,Jack Nicklaus,created,The Australian Golf Club,1903,1976,False,False,False
15947,Grand Metropolitan,created,Ushers of Trowbridge,1972,1989,False,False,False
15948,Dan Green (voice actor),created,Knuckles the Echidna,2005,2010,False,False,False
15949,Goo Goo Dolls,created,Rolling Stone Original (Goo Goo Dolls EP),2006,2006,False,False,False
15950,Mark Marderosian,created,The Walt Disney Company,307,978,False,False,False
15951,Walter Landor,created,Sapporo Brewery,1959,1967,False,False,False
15952,Simon Vestdijk,created,De kellner en de levenden,1934,1960,False,False,False
15953,Nicholas Goodrick-Clarke,created,The Occult Roots of Nazism,1985,1985,False,False,False
15954,Donald Byrd,created,Love Byrd,125,125,False,False,False
15955,SM Prime Holdings,created,Mindpro Citimall,2016,2016,False,False,False
15956,John David Morley,created,Pictures from the Water Trade,1985,1986,False,False,False
15957,Tom Kite,created,Baltimore Country Club,1990,1990,False,False,False
15958,Works Progress Administration,created,Big Horn Academy Building,1936,1936,False,False,False
15959,Angus Wilson,created,Anglo-Saxon Attitudes,1956,1958,False,False,False
15960,Konstantin Balmont,created,Burning Buildings,1900,1903,False,False,False
15961,Luxoflux,created,Kung Fu Panda (video game),360,360,False,False,False
15962,Gary Zukav,created,The Dancing Wu Li Masters,1979,1979,False,False,False
15963,Hong Shen,created,Yama Zhao,1923,1923,False,False,False
15964,James M. McPherson,created,Battle Cry of Freedom (book),1989,1997,False,False,False
15965,Magnus Poulsson,created,Oksenøen,1919,1919,False,False,False
15966,Rudolph Krejci,created,Vera Fusek,1959,1993,False,False,False
15967,Lauren Manning,created,Unmeasured Strength,2011,2011,False,False,False
15968,Vicky Longomba,created,Indépendance Cha Cha,2010,2010,False,False,False
15969,Le Grand Kallé,created,Indépendance Cha Cha,2010,2010,False,False,False
15971,Mario Puzo,created,The Godfather (novel),1969,1969,False,False,False
15972,George Steiner,created,After Babel,1975,1975,False,False,False
15973,Harrison Grey Fiske,created,Kismet (play),1911,1911,False,False,False
15974,Martha Rosler,created,Semiotics of the Kitchen,1975,1967,False,False,False
15975,Alfred Peet,created,Peet's Coffee & Tea,1920,2007,False,False,False
15976,Caroline Barker,created,Chelmsford City F.C.,2009,2009,False,False,False
15977,Vilhelm Dahlerup,created,Ny Carlsberg Glyptotek,1897,1906,False,False,False
15978,Tracy Seretean,created,Big Mama (film),2000,2000,False,False,False
15979,J. I. Packer,created,Knowing God,1973,1973,False,False,False
15980,David James Duncan,created,The River Why,1983,1983,False,False,False
15981,Pamela McCorduck,created,Edward Feigenbaum,1983,1983,False,False,False
15982,Ryoichi Kimizuka,created,Parasite Eve (film),2008,398,False,False,False
15983,Sally Nicholls,created,Ways to Live Forever,2008,2008,False,False,False
15984,Ilo Mitkë Qafëzezi,created,New Academy (Moscopole),1718,1719,False,False,False
15985,Edgar Manas,created,İstiklâl Marşı,1932,1932,False,False,False
15986,Jean Pepermans,created,Jean Puget de la Serre,1634,1634,False,False,False
15987,GMA Network,created,GMA Supershow,1983,1997,False,False,False
15988,Jón Gunnar Árnason,created,The Sun Voyager,1931,1989,False,False,False
15989,Mark Wood (violinist),created,NASCAR on CBS,1995,1997,False,False,False
15990,Sean Combs,created,Right Here for U,112,112,False,False,False
15991,Thomas the Apostle,created,Chaldean Catholic Church,1830,1830,False,False,False
15992,Juhi Chaturvedi,created,Vicky Donor,2012,2012,False,False,False
15993,Juhi Chaturvedi,created,Piku,2015,2015,False,False,False
15994,Clive King,created,Stig of the Dump,1963,1963,False,False,False
15995,Chōjun Miyagi,created,Gōjū-ryū,1888,1953,False,False,False
15996,Gilbert Bennion,created,80th Anniversary Armistice Remembrance Medal,2000,2002,False,False,False
15997,Florence Engel Randall,created,A Watcher in the Woods,1976,1976,False,False,False
15998,Joaquín Suárez,created,Flag of Uruguay,1828,1843,False,False,False
15999,Edmund George Lind,created,Mary Willis Library,1889,1889,False,False,False
16000,Billy May,created,Naked City (TV series),1960,1960,False,False,False
16001,Nelson Riddle,created,Naked City (TV series),1960,1960,False,False,False
16002,George Duning,created,Naked City (TV series),1958,1958,False,False,False
16003,Lawrence Nield,created,Overseas Passenger Terminal,1988,1988,False,False,False
16004,Roxanne Dunbar-Ortiz,created,The Great Sioux Nation (book),1977,1977,False,False,False
16005,Rex Shelley,created,The Shrimp People,1991,1993,False,False,False
16006,José de la Cuadra,created,Los Sangurimas,1932,1934,False,False,False
16007,William Brinkley,created,The Last Ship (novel),1988,1988,False,False,False
16008,William Brinkley,created,Don't Go Near the Water (novel),1956,1956,False,False,False
16009,Augusten Burroughs,created,Running with Scissors (memoir),2002,2008,False,False,False
16010,Hans Zimmer,created,ABC World News Tonight,2012,2012,False,False,False
16011,Aleksandar Hemon,created,The Lazarus Project (novel),2008,2008,False,False,False
16012,Daniel Carney,created,The Wild Geese (Carney novel),1977,1977,False,False,False
16013,Lionel Shapiro,created,Sealed Verdict,1947,1947,False,False,False
16014,Chauncey Thomas,created,Barryville–Shohola Bridge,1855,1859,False,False,False
16015,William Rowland,created,The Louisiana Hussy,2011,2011,False,False,False
16016,Signe Baumane,created,Rocks in My Pockets,2014,2014,False,False,False
16017,Sarah Townsend,created,Force Majeure (tour),2013,2013,False,False,False
16018,Platinum Technology,created,CA Harvest Software Change Manager,1995,1995,False,False,False
16019,Sid Ramnarace,created,Ford Mustang (fifth generation),2001,2002,False,False,False
16020,Doug Gaffka,created,Ford Mustang (fifth generation),2006,2006,False,False,False
16021,Vasyl Krychevsky,created,Coat of arms of Ukraine,1918,1918,False,False,False
16022,Grace McCleen,created,The Land of Decoration,2012,2013,False,False,False
16023,Richard Philipp,created,John Michael Kohler House,1920,1920,False,False,False
16024,Reşat Nuri Güntekin,created,Çalıkuşu,1922,1928,False,False,False
16025,Pamela Franklin,created,The Innocents (1961 film),1961,1969,True,False,False
16026,Sho Sakurai,created,"Believe/Kumorinochi, Kaisei",100,100,False,False,False
16027,Anca Petrescu,created,Palace of the Parliament,700,700,False,False,False
16028,Tendai Huchu,created,The Hairdresser of Harare,2010,2010,False,False,False
16029,John Chu,created,The Water That Falls on You from Nowhere,2013,2013,False,False,False
16030,Kimiko Hahn,created,Earshot (book),2010,2006,False,False,False
16031,Sanjay Jadhav,created,Dil Dosti Duniyadari,2015,2015,False,False,False
16032,Szymon Bogumił Zug,created,Lelewel Palace,1787,1787,False,False,False
16033,Israel Zangwill,created,The Melting Pot (play),1908,1908,False,False,False
16034,Paul-James Corrigan,created,River City,2011,2016,False,False,False
16035,John Michael McDonagh,created,The Guard (2011 film),2011,2014,True,False,False
16036,Juan León Mera,created,Cumandá (novel),1879,1865,False,False,False
16037,Anne Froelick,created,Harriet Craig,1950,1950,False,False,False
16038,Robert Bage,created,Hermsprong,1796,1796,False,False,False
16039,Peter Brown (illustrator),created,Creepy Carrots!,2012,2012,False,False,False
16040,Arthur Golden,created,Memoirs of a Geisha,1997,1997,False,False,False
16041,People's Television Network,created,Kasangga Mo Ang Langit,2013,2013,False,False,False
16042,People's Television Network,created,Biyaheng Langit (TV series),2013,2013,False,False,False
16043,Jonathan Franzen,created,The Corrections,2001,2010,False,False,False
16044,Bill Pohlad,created,Love & Mercy (film),2014,2014,False,False,False
16045,Oliver Drake (filmmaker),created,Death Rides the Range,2011,2011,False,False,False
16046,Leslie Labowitz-Starus,created,Three Weeks in May,1977,1977,False,False,False
16047,Gordon Bess,created,Redeye (comics),1967,1988,False,False,False
16048,Britt Allcroft,created,Thomas & Friends,1984,1998,False,False,False
16049,Patrick Villiers Farrow,created,Frisbee (sculpture),1942,2009,False,False,False
16050,Domenico Merlini,created,Łazienki Palace,1775,1795,False,False,False
16051,Thomas Minton,created,Mintons,1808,1808,False,False,False
16052,Jack D. Hunter,created,The Blue Max,1964,1964,False,False,False
16053,Anel Alexander,created,Getroud met rugby,2008,2012,False,False,False
16054,Marsilio Ficino,created,De vita libri tres,1489,1489,False,False,False
16055,Stahl Stenslie,created,Solve et Coagula,1997,1997,False,False,False
16056,Fred Williamson,created,Black Caesar (film),1973,1973,False,False,False
16057,Philip Haas,created,The Blood Oranges,1970,1970,False,False,False
16058,Rachel Kushner,created,The Flamethrowers,2013,2008,False,False,False
16059,Debby Applegate,created,The Most Famous Man in America,2006,2006,False,False,False
16060,John Madin,created,New Alexandra Theatre,1900,1935,False,False,False
16061,John Ruskin,created,Modern Painters,1843,1849,False,False,False
16062,Saad Khan,created,The Improv (India),2012,2012,False,False,False
16063,Amy Chua,created,Day of Empire,2007,2007,False,False,False
16064,Malcolm Lowry,created,Ultramarine (novel),1933,1947,False,False,False
16065,Richard Sharp Smith,created,Henderson County Courthouse (North Carolina),1852,1924,False,False,False
16066,John Bardon,created,Jim Branning,1996,1999,False,False,False
16067,John C. Allen,created,Twister (roller coaster),1964,1964,False,False,False
16068,Jibu Jacob,created,Vellimoonga,2014,2014,False,False,False
16069,Masabumi Kikuchi,created,Tethered Moon Play Kurt Weill,1994,1994,False,False,False
16070,Bryan Mantia,created,Infamous Second Son,2016,2016,False,False,False
16071,Mario Bellini,created,Banca CR Firenze,2003,2003,False,False,False
16072,Livi Michael,created,The Whispering Road,2005,2005,False,False,False
16073,"Norah, Lady Docker",created,Docker Daimlers,1995,258,False,False,False
16074,Alex De Rakoff,created,The Calcium Kid,2004,2004,False,False,False
16075,DJ Antoine,created,Welcome to St. Tropez,2015,2015,False,False,False
16076,Philip T. Shutze,created,"Reid House (Atlanta, Georgia)",1974,1974,False,False,False
16077,C. Hamilton Sanford,created,Sanford-Herbert Motor Truck Company,1873,1942,False,False,False
16078,Samuel Butler (poet),created,Hudibras,1663,1678,False,False,False
16079,Ahmed Boulane,created,Les Anges de Satan,2007,2007,False,False,False
16080,Tsugumi,created,Noriko's Dinner Table,2006,2006,False,False,False
16081,Desmond Morris,created,The Naked Ape,1967,1967,False,False,False
16082,Adelle Waldman,created,The Love Affairs of Nathaniel P.,2013,2013,False,False,False
16083,Omar Faiek Shennib,created,House of Shennib,1951,1951,False,False,False
16084,Ansiba Hassan,created,Drishyam,2013,2013,False,False,False
16085,Manuel V. Domenech,created,Casa Paoli,1914,1914,False,False,False
16086,Kenneth Grahame,created,The Wind in the Willows,1908,1908,False,False,False
16087,Ercole Spada,created,BMW 7 Series (E32),1983,1983,False,False,False
16088,Olimpia Carlisi,created,The Middle of the World (1974 film),1974,1974,True,False,False
16089,Roland Rainer,created,ÖVB Arena,1961,1961,False,False,False
